file_name,motif_type,target,group,model,F1_Scores,F1
rna_motif-R1253v1TS183_4.stdout,T-loop,R1253v1,GuangzhouRNA-human - 183,4,[0],0.0
rna_motif-R1253v1TS183_5.stdout,T-loop,R1253v1,GuangzhouRNA-human - 183,5,[0],0.0
rna_motif-R1253v1TS231_1.stdout,T-loop,R1253v1,B-LAB - 231,1,[0],0.0
rna_motif-R1253v1TS235_1.stdout,T-loop,R1253v1,isyslab-hust - 235,1,[0],0.0
rna_motif-R1253v1TS241_4.stdout,T-loop,R1253v1,elofsson - 241,4,[0],0.0
rna_motif-R1253v1TS262_2.stdout,T-loop,R1253v1,CoDock - 262,2,[0],0.0
rna_motif-R1253v1TS294_1.stdout,T-loop,R1253v1,KiharaLab - 294,1,[0],0.0
rna_motif-R1253v1TS294_2.stdout,T-loop,R1253v1,KiharaLab - 294,2,[0],0.0
rna_motif-R1253v1TS417_1.stdout,T-loop,R1253v1,GuangzhouRNA-meta - 417,1,[0],0.0
rna_motif-R1253v1TS417_2.stdout,T-loop,R1253v1,GuangzhouRNA-meta - 417,2,[0],0.0
rna_motif-R1253v1TS450_1.stdout,T-loop,R1253v1,OpenComplex_Server - S 450,1,[0],0.0
rna_motif-R1253v2TS033_1.stdout,T-loop,R1253v2,Diff - 033,1,[0],0.0
rna_motif-R1253v2TS052_2.stdout,T-loop,R1253v2,Yang-Server - S 052,2,[0],0.0
rna_motif-R1253v2TS159_1.stdout,T-loop,R1253v2,406 - 159,1,[0],0.0
rna_motif-R1253v2TS183_1.stdout,T-loop,R1253v2,GuangzhouRNA-human - 183,1,[0],0.0
rna_motif-R1253v2TS183_2.stdout,T-loop,R1253v2,GuangzhouRNA-human - 183,2,[0],0.0
rna_motif-R1253v2TS183_3.stdout,T-loop,R1253v2,GuangzhouRNA-human - 183,3,[0],0.0
rna_motif-R1253v2TS183_4.stdout,T-loop,R1253v2,GuangzhouRNA-human - 183,4,[0],0.0
rna_motif-R1253v2TS183_5.stdout,T-loop,R1253v2,GuangzhouRNA-human - 183,5,[0],0.0
rna_motif-R1253v2TS208_3.stdout,T-loop,R1253v2,falcon2 - S 208,3,[0],0.0
rna_motif-R1253v2TS208_5.stdout,T-loop,R1253v2,falcon2 - S 208,5,[0],0.0
rna_motif-R1253v2TS231_1.stdout,T-loop,R1253v2,B-LAB - 231,1,[0],0.0
rna_motif-R1253v2TS235_1.stdout,T-loop,R1253v2,isyslab-hust - 235,1,[0],0.0
rna_motif-R1253v2TS262_2.stdout,T-loop,R1253v2,CoDock - 262,2,[0],0.0
rna_motif-R1253v2TS286_2.stdout,T-loop,R1253v2,CSSB_experimental - 286,2,[0],0.0
rna_motif-R1253v2TS325_1.stdout,T-loop,R1253v2,405 - 325,1,[0],0.0
rna_motif-R1253v2TS417_5.stdout,T-loop,R1253v2,GuangzhouRNA-meta - 417,5,[0],0.0
rna_motif-R1261TS063_2.stdout,T-loop,R1261,RNApolis - 063,2,[],
rna_motif-R1261TS063_5.stdout,T-loop,R1261,RNApolis - 063,5,[],
rna_motif-R1271TS028_1.stdout,T-loop,R1271,NKRNA-s - S 028,1,[1.0],1.0
rna_motif-R1271TS028_2.stdout,T-loop,R1271,NKRNA-s - S 028,2,[1.0],1.0
rna_motif-R1271TS028_3.stdout,T-loop,R1271,NKRNA-s - S 028,3,[1.0],1.0
rna_motif-R1271TS028_4.stdout,T-loop,R1271,NKRNA-s - S 028,4,[1.0],1.0
rna_motif-R1271TS028_5.stdout,T-loop,R1271,NKRNA-s - S 028,5,[1.0],1.0
rna_motif-R1271TS033_1.stdout,T-loop,R1271,Diff - 033,1,[1.0],1.0
rna_motif-R1271TS033_2.stdout,T-loop,R1271,Diff - 033,2,[1.0],1.0
rna_motif-R1271TS033_3.stdout,T-loop,R1271,Diff - 033,3,[1.0],1.0
rna_motif-R1271TS052_1.stdout,T-loop,R1271,Yang-Server - S 052,1,[1.0],1.0
rna_motif-R1271TS052_2.stdout,T-loop,R1271,Yang-Server - S 052,2,[1.0],1.0
rna_motif-R1271TS052_3.stdout,T-loop,R1271,Yang-Server - S 052,3,[1.0],1.0
rna_motif-R1271TS052_4.stdout,T-loop,R1271,Yang-Server - S 052,4,[1.0],1.0
rna_motif-R1271TS052_5.stdout,T-loop,R1271,Yang-Server - S 052,5,[1.0],1.0
rna_motif-R1271TS063_2.stdout,T-loop,R1271,RNApolis - 063,2,[1.0],1.0
rna_motif-R1271TS063_4.stdout,T-loop,R1271,RNApolis - 063,4,[1.0],1.0
rna_motif-R1271TS063_5.stdout,T-loop,R1271,RNApolis - 063,5,[1.0],1.0
rna_motif-R1271TS091_1.stdout,T-loop,R1271,Huang-HUST - 091,1,[1.0],1.0
rna_motif-R1271TS091_2.stdout,T-loop,R1271,Huang-HUST - 091,2,[1.0],1.0
rna_motif-R1271TS091_3.stdout,T-loop,R1271,Huang-HUST - 091,3,[1.0],1.0
rna_motif-R1271TS091_4.stdout,T-loop,R1271,Huang-HUST - 091,4,[1.0],1.0
rna_motif-R1271TS091_5.stdout,T-loop,R1271,Huang-HUST - 091,5,[1.0],1.0
rna_motif-R1271TS110_1.stdout,T-loop,R1271,MIEnsembles-Server - S 110,1,[1.0],1.0
rna_motif-R1271TS110_2.stdout,T-loop,R1271,MIEnsembles-Server - S 110,2,[1.0],1.0
rna_motif-R1271TS110_3.stdout,T-loop,R1271,MIEnsembles-Server - S 110,3,[1.0],1.0
rna_motif-R1271TS110_4.stdout,T-loop,R1271,MIEnsembles-Server - S 110,4,[1.0],1.0
rna_motif-R1271TS110_5.stdout,T-loop,R1271,MIEnsembles-Server - S 110,5,[1.0],1.0
rna_motif-R1271TS147_1.stdout,T-loop,R1271,Zheng-Multimer - S 147,1,[1.0],1.0
rna_motif-R1271TS147_2.stdout,T-loop,R1271,Zheng-Multimer - S 147,2,[1.0],1.0
rna_motif-R1271TS147_3.stdout,T-loop,R1271,Zheng-Multimer - S 147,3,[1.0],1.0
rna_motif-R1271TS147_4.stdout,T-loop,R1271,Zheng-Multimer - S 147,4,[1.0],1.0
rna_motif-R1271TS147_5.stdout,T-loop,R1271,Zheng-Multimer - S 147,5,[1.0],1.0
rna_motif-R1271TS167_1.stdout,T-loop,R1271,OpenComplex - 167,1,[1.0],1.0
rna_motif-R1271TS167_2.stdout,T-loop,R1271,OpenComplex - 167,2,[1.0],1.0
rna_motif-R1271TS167_3.stdout,T-loop,R1271,OpenComplex - 167,3,[1.0],1.0
rna_motif-R1271TS167_4.stdout,T-loop,R1271,OpenComplex - 167,4,[1.0],1.0
rna_motif-R1271TS167_5.stdout,T-loop,R1271,OpenComplex - 167,5,[1.0],1.0
rna_motif-R1271TS183_1.stdout,T-loop,R1271,GuangzhouRNA-human - 183,1,[1.0],1.0
rna_motif-R1271TS183_2.stdout,T-loop,R1271,GuangzhouRNA-human - 183,2,[1.0],1.0
rna_motif-R1271TS183_3.stdout,T-loop,R1271,GuangzhouRNA-human - 183,3,[1.0],1.0
rna_motif-R1271TS183_4.stdout,T-loop,R1271,GuangzhouRNA-human - 183,4,[1.0],1.0
rna_motif-R1271TS183_5.stdout,T-loop,R1271,GuangzhouRNA-human - 183,5,[1.0],1.0
rna_motif-R1271TS189_1.stdout,T-loop,R1271,LCBio - 189,1,[1.0],1.0
rna_motif-R1271TS189_2.stdout,T-loop,R1271,LCBio - 189,2,[1.0],1.0
rna_motif-R1271TS189_3.stdout,T-loop,R1271,LCBio - 189,3,[1.0],1.0
rna_motif-R1271TS189_4.stdout,T-loop,R1271,LCBio - 189,4,[1.0],1.0
rna_motif-R1271TS189_5.stdout,T-loop,R1271,LCBio - 189,5,[1.0],1.0
rna_motif-R1271TS208_1.stdout,T-loop,R1271,falcon2 - S 208,1,[1.0],1.0
rna_motif-R1271TS208_2.stdout,T-loop,R1271,falcon2 - S 208,2,[1.0],1.0
rna_motif-R1271TS208_3.stdout,T-loop,R1271,falcon2 - S 208,3,[1.0],1.0
rna_motif-R1271TS208_4.stdout,T-loop,R1271,falcon2 - S 208,4,[1.0],1.0
rna_motif-R1271TS208_5.stdout,T-loop,R1271,falcon2 - S 208,5,[1.0],1.0
rna_motif-R1271TS235_1.stdout,T-loop,R1271,isyslab-hust - 235,1,[1.0],1.0
rna_motif-R1271TS235_2.stdout,T-loop,R1271,isyslab-hust - 235,2,[1.0],1.0
rna_motif-R1271TS235_3.stdout,T-loop,R1271,isyslab-hust - 235,3,[1.0],1.0
rna_motif-R1271TS235_4.stdout,T-loop,R1271,isyslab-hust - 235,4,[1.0],1.0
rna_motif-R1271TS235_5.stdout,T-loop,R1271,isyslab-hust - 235,5,[1.0],1.0
rna_motif-R1271TS241_1.stdout,T-loop,R1271,elofsson - 241,1,[1.0],1.0
rna_motif-R1271TS241_2.stdout,T-loop,R1271,elofsson - 241,2,[1.0],1.0
rna_motif-R1271TS241_3.stdout,T-loop,R1271,elofsson - 241,3,[1.0],1.0
rna_motif-R1271TS241_4.stdout,T-loop,R1271,elofsson - 241,4,[1.0],1.0
rna_motif-R1271TS241_5.stdout,T-loop,R1271,elofsson - 241,5,[1.0],1.0
rna_motif-R1271TS262_1.stdout,T-loop,R1271,CoDock - 262,1,[1.0],1.0
rna_motif-R1271TS262_2.stdout,T-loop,R1271,CoDock - 262,2,[1.0],1.0
rna_motif-R1271TS262_3.stdout,T-loop,R1271,CoDock - 262,3,[1.0],1.0
rna_motif-R1271TS262_4.stdout,T-loop,R1271,CoDock - 262,4,[1.0],1.0
rna_motif-R1271TS262_5.stdout,T-loop,R1271,CoDock - 262,5,[1.0],1.0
rna_motif-R1271TS267_3.stdout,T-loop,R1271,kiharalab_server - S 267,3,[1.0],1.0
rna_motif-R1271TS267_4.stdout,T-loop,R1271,kiharalab_server - S 267,4,[1.0],1.0
rna_motif-R1271TS272_1.stdout,T-loop,R1271,GromihaLab - 272,1,[1.0],1.0
rna_motif-R1271TS272_2.stdout,T-loop,R1271,GromihaLab - 272,2,[1.0],1.0
rna_motif-R1271TS272_3.stdout,T-loop,R1271,GromihaLab - 272,3,[1.0],1.0
rna_motif-R1271TS272_4.stdout,T-loop,R1271,GromihaLab - 272,4,[1.0],1.0
rna_motif-R1271TS272_5.stdout,T-loop,R1271,GromihaLab - 272,5,[1.0],1.0
rna_motif-R1271TS286_1.stdout,T-loop,R1271,CSSB_experimental - 286,1,[1.0],1.0
rna_motif-R1271TS286_2.stdout,T-loop,R1271,CSSB_experimental - 286,2,[1.0],1.0
rna_motif-R1271TS286_3.stdout,T-loop,R1271,CSSB_experimental - 286,3,[1.0],1.0
rna_motif-R1271TS286_4.stdout,T-loop,R1271,CSSB_experimental - 286,4,[1.0],1.0
rna_motif-R1271TS286_5.stdout,T-loop,R1271,CSSB_experimental - 286,5,[1.0],1.0
rna_motif-R1271TS294_1.stdout,T-loop,R1271,KiharaLab - 294,1,[1.0],1.0
rna_motif-R1271TS294_2.stdout,T-loop,R1271,KiharaLab - 294,2,[1.0],1.0
rna_motif-R1271TS294_3.stdout,T-loop,R1271,KiharaLab - 294,3,[1.0],1.0
rna_motif-R1271TS294_4.stdout,T-loop,R1271,KiharaLab - 294,4,[1.0],1.0
rna_motif-R1271TS294_5.stdout,T-loop,R1271,KiharaLab - 294,5,[1.0],1.0
rna_motif-R1271TS304_1.stdout,T-loop,R1271,AF3-server - S 304,1,[1.0],1.0
rna_motif-R1271TS304_2.stdout,T-loop,R1271,AF3-server - S 304,2,[1.0],1.0
rna_motif-R1271TS304_3.stdout,T-loop,R1271,AF3-server - S 304,3,[1.0],1.0
rna_motif-R1271TS304_4.stdout,T-loop,R1271,AF3-server - S 304,4,[1.0],1.0
rna_motif-R1271TS304_5.stdout,T-loop,R1271,AF3-server - S 304,5,[1.0],1.0
rna_motif-R1271TS338_1.stdout,T-loop,R1271,GeneSilico - 338,1,[1.0],1.0
rna_motif-R1271TS338_2.stdout,T-loop,R1271,GeneSilico - 338,2,[1.0],1.0
rna_motif-R1271TS338_3.stdout,T-loop,R1271,GeneSilico - 338,3,[1.0],1.0
rna_motif-R1271TS338_4.stdout,T-loop,R1271,GeneSilico - 338,4,[1.0],1.0
rna_motif-R1271TS338_5.stdout,T-loop,R1271,GeneSilico - 338,5,[1.0],1.0
rna_motif-R1271TS369_1.stdout,T-loop,R1271,Bhattacharya - 369,1,[1.0],1.0
rna_motif-R1271TS369_3.stdout,T-loop,R1271,Bhattacharya - 369,3,[1.0],1.0
rna_motif-R1271TS369_4.stdout,T-loop,R1271,Bhattacharya - 369,4,[1.0],1.0
rna_motif-R1271TS369_5.stdout,T-loop,R1271,Bhattacharya - 369,5,[1.0],1.0
rna_motif-R1271TS417_1.stdout,T-loop,R1271,GuangzhouRNA-meta - 417,1,[1.0],1.0
rna_motif-R1271TS417_2.stdout,T-loop,R1271,GuangzhouRNA-meta - 417,2,[1.0],1.0
rna_motif-R1271TS417_3.stdout,T-loop,R1271,GuangzhouRNA-meta - 417,3,[1.0],1.0
rna_motif-R1271TS417_4.stdout,T-loop,R1271,GuangzhouRNA-meta - 417,4,[1.0],1.0
rna_motif-R1271TS417_5.stdout,T-loop,R1271,GuangzhouRNA-meta - 417,5,[1.0],1.0
rna_motif-R1271TS435_5.stdout,T-loop,R1271,RNAFOLDX - 435,5,[1.0],1.0
rna_motif-R1271TS448_2.stdout,T-loop,R1271,dNAfold - 448,2,[1.0],1.0
rna_motif-R1271TS450_1.stdout,T-loop,R1271,OpenComplex_Server - S 450,1,[1.0],1.0
rna_motif-R1271TS450_2.stdout,T-loop,R1271,OpenComplex_Server - S 450,2,[1.0],1.0
rna_motif-R1271TS456_1.stdout,T-loop,R1271,Yang-Multimer - S 456,1,[1.0],1.0
rna_motif-R1271TS462_1.stdout,T-loop,R1271,Zheng - 462,1,[1.0],1.0
rna_motif-R1271TS462_2.stdout,T-loop,R1271,Zheng - 462,2,[1.0],1.0
rna_motif-R1271TS462_3.stdout,T-loop,R1271,Zheng - 462,3,[1.0],1.0
rna_motif-R1271TS462_4.stdout,T-loop,R1271,Zheng - 462,4,[1.0],1.0
rna_motif-R1271TS462_5.stdout,T-loop,R1271,Zheng - 462,5,[1.0],1.0
rna_motif-R1271TS481_1.stdout,T-loop,R1271,Vfold - 481,1,[1.0],1.0
rna_motif-R1271TS481_3.stdout,T-loop,R1271,Vfold - 481,3,[1.0],1.0
rna_motif-R1271TS481_4.stdout,T-loop,R1271,Vfold - 481,4,[1.0],1.0
rna_motif-R1271TS481_5.stdout,T-loop,R1271,Vfold - 481,5,[1.0],1.0
rna_motif-R1285TS063_5.stdout,T-loop,R1285,RNApolis - 063,5,[],
rna_motif-R1285TS110_3.stdout,T-loop,R1285,MIEnsembles-Server - S 110,3,[],
rna_motif-R1285TS189_2.stdout,T-loop,R1285,LCBio - 189,2,[],
rna_motif-R1285TS231_4.stdout,T-loop,R1285,B-LAB - 231,4,[],
rna_motif-R1285TS235_3.stdout,T-loop,R1285,isyslab-hust - 235,3,[],
rna_motif-R1285TS304_2.stdout,T-loop,R1285,AF3-server - S 304,2,[],
rna_motif-R1289TS028_1.stdout,T-loop,R1289,NKRNA-s - S 028,1,[1.0],1.0
rna_motif-R1289TS028_2.stdout,T-loop,R1289,NKRNA-s - S 028,2,[1.0],1.0
rna_motif-R1289TS028_3.stdout,T-loop,R1289,NKRNA-s - S 028,3,[1.0],1.0
rna_motif-R1289TS028_4.stdout,T-loop,R1289,NKRNA-s - S 028,4,[1.0],1.0
rna_motif-R1289TS028_5.stdout,T-loop,R1289,NKRNA-s - S 028,5,[1.0],1.0
rna_motif-R1289TS033_1.stdout,T-loop,R1289,Diff - 033,1,[1.0],1.0
rna_motif-R1289TS033_2.stdout,T-loop,R1289,Diff - 033,2,[1.0],1.0
rna_motif-R1289TS033_3.stdout,T-loop,R1289,Diff - 033,3,[1.0],1.0
rna_motif-R1289TS033_4.stdout,T-loop,R1289,Diff - 033,4,[1.0],1.0
rna_motif-R1289TS033_5.stdout,T-loop,R1289,Diff - 033,5,[1.0],1.0
rna_motif-R1289TS052_1.stdout,T-loop,R1289,Yang-Server - S 052,1,[1.0],1.0
rna_motif-R1289TS052_2.stdout,T-loop,R1289,Yang-Server - S 052,2,[1.0],1.0
rna_motif-R1289TS052_3.stdout,T-loop,R1289,Yang-Server - S 052,3,[1.0],1.0
rna_motif-R1289TS110_1.stdout,T-loop,R1289,MIEnsembles-Server - S 110,1,[1.0],1.0
rna_motif-R1289TS110_2.stdout,T-loop,R1289,MIEnsembles-Server - S 110,2,[1.0],1.0
rna_motif-R1289TS110_3.stdout,T-loop,R1289,MIEnsembles-Server - S 110,3,[1.0],1.0
rna_motif-R1289TS110_4.stdout,T-loop,R1289,MIEnsembles-Server - S 110,4,[1.0],1.0
rna_motif-R1289TS110_5.stdout,T-loop,R1289,MIEnsembles-Server - S 110,5,[1.0],1.0
rna_motif-R1289TS167_2.stdout,T-loop,R1289,OpenComplex - 167,2,[1.0],1.0
rna_motif-R1289TS183_1.stdout,T-loop,R1289,GuangzhouRNA-human - 183,1,[1.0],1.0
rna_motif-R1289TS183_2.stdout,T-loop,R1289,GuangzhouRNA-human - 183,2,[1.0],1.0
rna_motif-R1289TS183_3.stdout,T-loop,R1289,GuangzhouRNA-human - 183,3,[1.0],1.0
rna_motif-R1289TS183_4.stdout,T-loop,R1289,GuangzhouRNA-human - 183,4,[1.0],1.0
rna_motif-R1289TS183_5.stdout,T-loop,R1289,GuangzhouRNA-human - 183,5,[1.0],1.0
rna_motif-R1289TS208_1.stdout,T-loop,R1289,falcon2 - S 208,1,[1.0],1.0
rna_motif-R1289TS208_2.stdout,T-loop,R1289,falcon2 - S 208,2,[1.0],1.0
rna_motif-R1289TS208_3.stdout,T-loop,R1289,falcon2 - S 208,3,[1.0],1.0
rna_motif-R1289TS208_4.stdout,T-loop,R1289,falcon2 - S 208,4,[1.0],1.0
rna_motif-R1289TS208_5.stdout,T-loop,R1289,falcon2 - S 208,5,[1.0],1.0
rna_motif-R1289TS231_4.stdout,T-loop,R1289,B-LAB - 231,4,[1.0],1.0
rna_motif-R1289TS231_5.stdout,T-loop,R1289,B-LAB - 231,5,[1.0],1.0
rna_motif-R1289TS235_4.stdout,T-loop,R1289,isyslab-hust - 235,4,[1.0],1.0
rna_motif-R1289TS235_5.stdout,T-loop,R1289,isyslab-hust - 235,5,[1.0],1.0
rna_motif-R1289TS238_1.stdout,T-loop,R1289,BRIQX - 238,1,[1.0],1.0
rna_motif-R1289TS238_3.stdout,T-loop,R1289,BRIQX - 238,3,[1.0],1.0
rna_motif-R1289TS238_4.stdout,T-loop,R1289,BRIQX - 238,4,[1.0],1.0
rna_motif-R1289TS238_5.stdout,T-loop,R1289,BRIQX - 238,5,[1.0],1.0
rna_motif-R1289TS241_1.stdout,T-loop,R1289,elofsson - 241,1,[1.0],1.0
rna_motif-R1289TS241_2.stdout,T-loop,R1289,elofsson - 241,2,[1.0],1.0
rna_motif-R1289TS241_3.stdout,T-loop,R1289,elofsson - 241,3,[1.0],1.0
rna_motif-R1289TS241_4.stdout,T-loop,R1289,elofsson - 241,4,[1.0],1.0
rna_motif-R1289TS241_5.stdout,T-loop,R1289,elofsson - 241,5,[1.0],1.0
rna_motif-R1289TS272_1.stdout,T-loop,R1289,GromihaLab - 272,1,[1.0],1.0
rna_motif-R1289TS272_2.stdout,T-loop,R1289,GromihaLab - 272,2,[1.0],1.0
rna_motif-R1289TS272_3.stdout,T-loop,R1289,GromihaLab - 272,3,[1.0],1.0
rna_motif-R1289TS286_1.stdout,T-loop,R1289,CSSB_experimental - 286,1,[1.0],1.0
rna_motif-R1289TS286_2.stdout,T-loop,R1289,CSSB_experimental - 286,2,[1.0],1.0
rna_motif-R1289TS286_3.stdout,T-loop,R1289,CSSB_experimental - 286,3,[1.0],1.0
rna_motif-R1289TS286_4.stdout,T-loop,R1289,CSSB_experimental - 286,4,[1.0],1.0
rna_motif-R1289TS286_5.stdout,T-loop,R1289,CSSB_experimental - 286,5,[1.0],1.0
rna_motif-R1289TS294_1.stdout,T-loop,R1289,KiharaLab - 294,1,[1.0],1.0
rna_motif-R1289TS294_2.stdout,T-loop,R1289,KiharaLab - 294,2,[1.0],1.0
rna_motif-R1289TS294_3.stdout,T-loop,R1289,KiharaLab - 294,3,[1.0],1.0
rna_motif-R1289TS294_4.stdout,T-loop,R1289,KiharaLab - 294,4,[1.0],1.0
rna_motif-R1289TS294_5.stdout,T-loop,R1289,KiharaLab - 294,5,[1.0],1.0
rna_motif-R1289TS304_1.stdout,T-loop,R1289,AF3-server - S 304,1,[1.0],1.0
rna_motif-R1289TS304_2.stdout,T-loop,R1289,AF3-server - S 304,2,[1.0],1.0
rna_motif-R1289TS304_3.stdout,T-loop,R1289,AF3-server - S 304,3,[1.0],1.0
rna_motif-R1289TS304_4.stdout,T-loop,R1289,AF3-server - S 304,4,[1.0],1.0
rna_motif-R1289TS304_5.stdout,T-loop,R1289,AF3-server - S 304,5,[1.0],1.0
rna_motif-R1289TS338_1.stdout,T-loop,R1289,GeneSilico - 338,1,[1.0],1.0
rna_motif-R1289TS338_2.stdout,T-loop,R1289,GeneSilico - 338,2,[1.0],1.0
rna_motif-R1289TS338_3.stdout,T-loop,R1289,GeneSilico - 338,3,[1.0],1.0
rna_motif-R1289TS338_4.stdout,T-loop,R1289,GeneSilico - 338,4,[1.0],1.0
rna_motif-R1289TS338_5.stdout,T-loop,R1289,GeneSilico - 338,5,[1.0],1.0
rna_motif-R1289TS358_3.stdout,T-loop,R1289,PerezLab_Gators - 358,3,[1.0],1.0
rna_motif-R1289TS358_4.stdout,T-loop,R1289,PerezLab_Gators - 358,4,[1.0],1.0
rna_motif-R1289TS369_1.stdout,T-loop,R1289,Bhattacharya - 369,1,[1.0],1.0
rna_motif-R1289TS369_2.stdout,T-loop,R1289,Bhattacharya - 369,2,[1.0],1.0
rna_motif-R1289TS369_4.stdout,T-loop,R1289,Bhattacharya - 369,4,[1.0],1.0
rna_motif-R1289TS417_1.stdout,T-loop,R1289,GuangzhouRNA-meta - 417,1,[1.0],1.0
rna_motif-R1289TS417_2.stdout,T-loop,R1289,GuangzhouRNA-meta - 417,2,[1.0],1.0
rna_motif-R1289TS417_3.stdout,T-loop,R1289,GuangzhouRNA-meta - 417,3,[1.0],1.0
rna_motif-R1289TS417_4.stdout,T-loop,R1289,GuangzhouRNA-meta - 417,4,[1.0],1.0
rna_motif-R1289TS417_5.stdout,T-loop,R1289,GuangzhouRNA-meta - 417,5,[1.0],1.0
rna_motif-R1289TS435_1.stdout,T-loop,R1289,RNAFOLDX - 435,1,[1.0],1.0
rna_motif-R1289TS435_2.stdout,T-loop,R1289,RNAFOLDX - 435,2,[1.0],1.0
rna_motif-R1289TS435_3.stdout,T-loop,R1289,RNAFOLDX - 435,3,[1.0],1.0
rna_motif-R1289TS435_4.stdout,T-loop,R1289,RNAFOLDX - 435,4,[1.0],1.0
rna_motif-R1289TS435_5.stdout,T-loop,R1289,RNAFOLDX - 435,5,[1.0],1.0
rna_motif-R1289TS448_3.stdout,T-loop,R1289,dNAfold - 448,3,[1.0],1.0
rna_motif-R1289TS450_2.stdout,T-loop,R1289,OpenComplex_Server - S 450,2,[1.0],1.0
rna_motif-R1289TS462_1.stdout,T-loop,R1289,Zheng - 462,1,[1.0],1.0
rna_motif-R1289TS462_2.stdout,T-loop,R1289,Zheng - 462,2,[1.0],1.0
rna_motif-R1289TS462_3.stdout,T-loop,R1289,Zheng - 462,3,[1.0],1.0
rna_motif-R1289TS462_4.stdout,T-loop,R1289,Zheng - 462,4,[1.0],1.0
rna_motif-R1289TS462_5.stdout,T-loop,R1289,Zheng - 462,5,[1.0],1.0
rna_motif-R1289TS481_1.stdout,T-loop,R1289,Vfold - 481,1,[1.0],1.0
rna_motif-R1289TS481_2.stdout,T-loop,R1289,Vfold - 481,2,[1.0],1.0
rna_motif-R1289TS481_3.stdout,T-loop,R1289,Vfold - 481,3,[1.0],1.0
rna_motif-R1289TS481_4.stdout,T-loop,R1289,Vfold - 481,4,[1.0],1.0
rna_motif-R1289TS481_5.stdout,T-loop,R1289,Vfold - 481,5,[1.0],1.0
rna_motif-R1290TS028_1.stdout,T-loop,R1290,NKRNA-s - S 028,1,[1.0],1.0
rna_motif-R1290TS028_2.stdout,T-loop,R1290,NKRNA-s - S 028,2,[1.0],1.0
rna_motif-R1290TS028_3.stdout,T-loop,R1290,NKRNA-s - S 028,3,[1.0],1.0
rna_motif-R1290TS028_4.stdout,T-loop,R1290,NKRNA-s - S 028,4,[1.0],1.0
rna_motif-R1290TS028_5.stdout,T-loop,R1290,NKRNA-s - S 028,5,[1.0],1.0
rna_motif-R1290TS033_1.stdout,T-loop,R1290,Diff - 033,1,[1.0],1.0
rna_motif-R1290TS033_2.stdout,T-loop,R1290,Diff - 033,2,[1.0],1.0
rna_motif-R1290TS033_3.stdout,T-loop,R1290,Diff - 033,3,[1.0],1.0
rna_motif-R1290TS033_4.stdout,T-loop,R1290,Diff - 033,4,[1.0],1.0
rna_motif-R1290TS033_5.stdout,T-loop,R1290,Diff - 033,5,[1.0],1.0
rna_motif-R1290TS052_1.stdout,T-loop,R1290,Yang-Server - S 052,1,[1.0],1.0
rna_motif-R1290TS052_2.stdout,T-loop,R1290,Yang-Server - S 052,2,[1.0],1.0
rna_motif-R1290TS052_3.stdout,T-loop,R1290,Yang-Server - S 052,3,[1.0],1.0
rna_motif-R1290TS052_4.stdout,T-loop,R1290,Yang-Server - S 052,4,[1.0],1.0
rna_motif-R1290TS052_5.stdout,T-loop,R1290,Yang-Server - S 052,5,[1.0],1.0
rna_motif-R1290TS063_1.stdout,T-loop,R1290,RNApolis - 063,1,[1.0],1.0
rna_motif-R1290TS063_2.stdout,T-loop,R1290,RNApolis - 063,2,[1.0],1.0
rna_motif-R1290TS063_3.stdout,T-loop,R1290,RNApolis - 063,3,[1.0],1.0
rna_motif-R1290TS063_4.stdout,T-loop,R1290,RNApolis - 063,4,[1.0],1.0
rna_motif-R1290TS063_5.stdout,T-loop,R1290,RNApolis - 063,5,[1.0],1.0
rna_motif-R1290TS091_1.stdout,T-loop,R1290,Huang-HUST - 091,1,[1.0],1.0
rna_motif-R1290TS091_2.stdout,T-loop,R1290,Huang-HUST - 091,2,[1.0],1.0
rna_motif-R1290TS091_3.stdout,T-loop,R1290,Huang-HUST - 091,3,[1.0],1.0
rna_motif-R1290TS091_4.stdout,T-loop,R1290,Huang-HUST - 091,4,[1.0],1.0
rna_motif-R1290TS091_5.stdout,T-loop,R1290,Huang-HUST - 091,5,[1.0],1.0
rna_motif-R1290TS110_1.stdout,T-loop,R1290,MIEnsembles-Server - S 110,1,[1.0],1.0
rna_motif-R1290TS110_2.stdout,T-loop,R1290,MIEnsembles-Server - S 110,2,[1.0],1.0
rna_motif-R1290TS110_3.stdout,T-loop,R1290,MIEnsembles-Server - S 110,3,[1.0],1.0
rna_motif-R1290TS110_4.stdout,T-loop,R1290,MIEnsembles-Server - S 110,4,[1.0],1.0
rna_motif-R1290TS110_5.stdout,T-loop,R1290,MIEnsembles-Server - S 110,5,[1.0],1.0
rna_motif-R1290TS165_1.stdout,T-loop,R1290,dfr - 165,1,[1.0],1.0
rna_motif-R1290TS167_1.stdout,T-loop,R1290,OpenComplex - 167,1,[1.0],1.0
rna_motif-R1290TS167_2.stdout,T-loop,R1290,OpenComplex - 167,2,[1.0],1.0
rna_motif-R1290TS167_3.stdout,T-loop,R1290,OpenComplex - 167,3,[1.0],1.0
rna_motif-R1290TS167_4.stdout,T-loop,R1290,OpenComplex - 167,4,[1.0],1.0
rna_motif-R1290TS167_5.stdout,T-loop,R1290,OpenComplex - 167,5,[1.0],1.0
rna_motif-R1290TS183_1.stdout,T-loop,R1290,GuangzhouRNA-human - 183,1,[1.0],1.0
